test_id,input_request,expected_label_id,expected_label_name
TR_04443,"I am not sure how this will work, but I have not received a product I ordered.  I want a refund, but should I just cancel the payment?",52,request_refund
TR_04444,I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem?,75,wrong_amount_of_cash_received
TR_04445,Where's my virtual card,40,getting_virtual_card
TR_04446,Why do I see a random withdrawal in my app?,20,cash_withdrawal_not_recognised
TR_04447,I lost my card. Can you help me?,41,lost_or_stolen_card
TR_04448,I think my card was stolen.,41,lost_or_stolen_card
TR_04449,The ATM ate my card.,18,card_swallowed
TR_04450,Can I use app to freeze account and dispute fraud?,22,compromised_card
TR_04451,"I have tried to submit a transfer a couple of times now, and for some reason, it continues to be unsuccessful. Do you know why this may be?",7,beneficiary_not_allowed
TR_04452,If I don't have much money in the account can I auto top-up?,4,automatic_top_up
TR_04453,I couldn't pay with card in a shop,25,declined_card_payment
TR_04454,What currencies can I exchange?,36,fiat_currency_support
TR_04455,How long will my top-up stay pending?,47,pending_top_up
TR_04456,Someone else made a Direct Debit transaction on my account,28,direct_debit_payment_not_recognised
TR_04457,"I want a Mastercard, instead.",73,visa_or_mastercard
TR_04458,What does it mean to have a pending cash withdrawal?,46,pending_cash_withdrawal
TR_04459,Do exchanges cost more?,31,exchange_charge
TR_04460,Can you transfer money to your card by bank transfer?,65,transfer_into_account
TR_04461,Do i have to verify who I am?,74,why_verify_identity
TR_04462,Do I pay extra for exchange?,31,exchange_charge
TR_04463,I found my card! Can I link it back into the app?,13,card_linking
TR_04464,"I recently transferred some cash, but the balance has not changed.",5,balance_not_updated_after_bank_transfer
TR_04465,Where do I go if I want to link my new card?,13,card_linking
TR_04466,How long does it take to recieve my new card?,11,card_arrival
TR_04467,"Would I be able to get another card for my account, so I could give one to my daughter?",39,getting_spare_card
TR_04468,How can I transfer money to this account from another bank?,65,transfer_into_account
TR_04469,"phone is at a hotel, can i still use app",42,lost_or_stolen_phone
TR_04470,Why am I being asked to verify my identity?,74,why_verify_identity
TR_04471,If I want my son to have his own account is that possible?,1,age_limit
TR_04472,What type of card can I use to top up?,54,supported_cards_and_currencies
TR_04473,"I was told that withdrawing cash from the ATM is free, but I'm charged a fee. Why is this?",19,cash_withdrawal_charge
TR_04474,"I have received my statement but I do not see my refund, why is that?",51,Refund_not_showing_up
TR_04475,I bought something online and it says there was a fee to transfer money. Isn't that free?,64,transfer_fee_charged
TR_04476,Do you know if my top-up has been cancelled?,61,top_up_reverted
TR_04477,I need help from someone in your department with finding my nearest ATM.,3,atm_support
TR_04478,I used foreign currency to buy something and I think the rate applied is incorrect.,17,card_payment_wrong_exchange_rate
TR_04479,"I did not receive my purchase, how do I cancel it?",52,request_refund
TR_04480,What is the fee charged for using my card?,15,card_payment_fee_charged
TR_04481,How do I update my PIN to a new number?,21,change_pin
TR_04482,I am noticing that a refund of a large purchase still has not been credited to my account. I contacted the merchant a few days ago and he assured me that he would submit it right away. Is there a status update?,51,Refund_not_showing_up
TR_04483,My PIN isn't working.,49,pin_blocked
TR_04484,"I'm running out of money, can I  auto top up?",4,automatic_top_up
TR_04485,How do I activate my new card I just got?,0,activate_my_card
TR_04486,"I was just shopping and my payment was declined in a store!  It was very embarrassing, what is going on and when will it be fixed?",25,declined_card_payment
TR_04487,Why aren't my payment funds available to me?,45,pending_card_payment
TR_04488,Can I exchange from USD to GBP?,33,exchange_via_app
TR_04489,There is no way for me to prove my identity.,68,unable_to_verify_identity
TR_04490,How can I verify my source of funds?,70,verify_source_of_funds
TR_04491,Do i need to verify my top up?,71,verify_top_up
TR_04492,Is there a way to know when my card will arrive?,11,card_arrival
TR_04493,"I just finished sending money, but it's not logging on the recipient side.",66,transfer_not_received_by_recipient
TR_04494,There is a missing transfer on my account,5,balance_not_updated_after_bank_transfer
TR_04495,Can I have a card after my first one?,39,getting_spare_card
TR_04496,I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?,23,contactless_not_working
TR_04497,is the a reason why my transfer has failed?,35,failed_transfer
TR_04498,I was overcharged one extra pound!,34,extra_charge_on_statement
TR_04499,What is the reason that my top-up is still pending?,47,pending_top_up
TR_04500,"I can't remember my app code, can you reset it?",44,passcode_forgotten
TR_04501,Can I top up my card with other cards?,54,supported_cards_and_currencies
TR_04502,I would like to change my name after marriage.,30,edit_personal_details
TR_04503,Reasons for top up cancellation.,61,top_up_reverted
TR_04504,There is a direct debit charge on my account that I don't recognize.,28,direct_debit_payment_not_recognised
TR_04505,How do I deal with a blocked PIN?,49,pin_blocked
TR_04506,Is it possible to edit my personal details on the app?,30,edit_personal_details
TR_04507,I ordered my card and it isn't here yet. I need it ASAP. When can I expect to get it?,12,card_delivery_estimate
TR_04508,"Soon my card will expire, how do I get a new one?",9,card_about_to_expire
TR_04509,My payment was declined,25,declined_card_payment
TR_04510,Why is my virtual card is being declined?,72,virtual_card_not_working
TR_04511,What proof do you need for my identification?,68,unable_to_verify_identity
TR_04512,What are the cards and currencies that are supported?,54,supported_cards_and_currencies
TR_04513,Where do I need to go in the app to enter my card info?,13,card_linking
TR_04514,Am I allowed to give my daughter one of my cards to use?,39,getting_spare_card
TR_04515,This company is terrible! Can you delete my account?,55,terminate_account
TR_04516,"My withdrawal is pending, why?",46,pending_cash_withdrawal
TR_04517,My wallet was taken and I see that someone is using my card!   Please help me!,20,cash_withdrawal_not_recognised
TR_04518,How is the current exchange rate?,32,exchange_rate
TR_04519,I tried to use my card today in the restaurant but it didn't work and just got declined. What's wrong?,14,card_not_working
TR_04520,What places will accept my card?,10,card_acceptance
TR_04521,My payment was cancelled,53,reverted_card_payment?
TR_04522,My money transfer has not arrived.,66,transfer_not_received_by_recipient
TR_04523,I don't think the charges made when I had currency exchanged are right.,17,card_payment_wrong_exchange_rate
TR_04524,Why did my cash deposit not show up?,6,balance_not_updated_after_cheque_or_cash_deposit
TR_04525,My actual card isn't working.,14,card_not_working
TR_04526,"I already paid to top-up but the funds aren't available yet, where are they?",47,pending_top_up
TR_04527,What is the process to link the new card?,13,card_linking
TR_04528,I see cash in my app but I did not get it.,20,cash_withdrawal_not_recognised
TR_04529,It says the transfer wasn't accepted.,27,declined_transfer
TR_04530,Somebody used my card without my knowledge!,22,compromised_card
TR_04531,What should I do if I can't use my card?,14,card_not_working
TR_04532,need to know if there is a maximum i can top up,60,top_up_limits
TR_04533,"The activation process did not work, please help?",0,activate_my_card
TR_04534,When will I get my money? It's been too long.,66,transfer_not_received_by_recipient
TR_04535,Is it possible to cancel a transaction?,8,cancel_transfer
TR_04536,Someone has taken my phone from my hotel room!,42,lost_or_stolen_phone
TR_04537,Could you explain your rules for ATM fees?,19,cash_withdrawal_charge
TR_04538,what is going on with my cash withdrawal? the exchange rate is wrong,76,wrong_exchange_rate_for_cash_withdrawal
TR_04539,How do I change to a different currency?,33,exchange_via_app
TR_04540,What is the extra fee I was charged when using an ATM?,19,cash_withdrawal_charge
TR_04541,I'm at the ATM right now and it only allowed me to withdraw 10 pounds instead of my requested 30. What's going on? How can I fix this?,75,wrong_amount_of_cash_received
TR_04542,I just deposited cash to my account and can't find it!,6,balance_not_updated_after_cheque_or_cash_deposit
TR_04543,I believe that someone is using my card without my knowledge!,22,compromised_card
TR_04544,I have been overcharged.,63,transaction_charged_twice
TR_04545,what are your exchange rates at?,32,exchange_rate
TR_04546,"I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got.",46,pending_cash_withdrawal
TR_04547,There are some payments with my card that I don't know where they are coming from. Just checked today and it's been since a couple days as well! What to I do? Can I revert this retrospectively? My card needs to be frozen immediately as well!,16,card_payment_not_recognised
TR_04548,Why is there a fee for withdrawing?,19,cash_withdrawal_charge
TR_04549,My PIN tries have run out. Now what?,49,pin_blocked
TR_04550,I was charged an extra fee for a card payment. I was unaware of these fees beforehand.,15,card_payment_fee_charged
TR_04551,Where do I find PIN for my card?,49,pin_blocked
TR_04552,Does auto top-up have a limit?,4,automatic_top_up
TR_04553,What's the process for terminating an account?,55,terminate_account
TR_04554,How many digits identify the top-up verification code?,71,verify_top_up
TR_04555,Is it possible to receive a Visa and a MasterCard?,73,visa_or_mastercard
TR_04556,Why can't the person I sent the money transfer to see it?,66,transfer_not_received_by_recipient
TR_04557,"Hi. A couple hours ago I make a transfer from my UK bank account, but it hasn't shown up. Please, would you see what the delay is?",5,balance_not_updated_after_bank_transfer
TR_04558,How can I verify my identity?,69,verify_my_identity
TR_04559,Why has my withdrawal not posted?,46,pending_cash_withdrawal
TR_04560,Is there supposed to be a fee for the transfer I made?,64,transfer_fee_charged
TR_04561,"Hi, I draw out some money from the ATM today. The ATM has given me wrong amount and the application is displaying more amount than i withdraw.",75,wrong_amount_of_cash_received
TR_04562,why do i need to verify the top up?,71,verify_top_up
TR_04563,"I wanted to buy something online yesterday, but I could not because the card got declined on the day of and the following day. What is wrong with the card?",27,declined_transfer
TR_04564,How many top-ups am I allowed to do?,60,top_up_limits
TR_04565,"I purchased some makeup through a site in China, and I was under the impression that when I make transfers there is no fee.  Why am I seeing this fee now?  I am not happy about this at all.",64,transfer_fee_charged
TR_04566,I have a fee listed for a transfer.,64,transfer_fee_charged
TR_04567,I am travelling and I tried to withdraw cash but didn't get what I was supposed to get.,76,wrong_exchange_rate_for_cash_withdrawal
TR_04568,My currencies needed to be exchanged often and I was wondering if there were any discounts available for this?,31,exchange_charge
TR_04569,I received a decline message on a transfer,27,declined_transfer
TR_04570,What steps do I have to go through in order to activate my new card?,0,activate_my_card
TR_04571,"This past holiday I made a withdraw at the ATM machine, and it seems I've been charged too much.",76,wrong_exchange_rate_for_cash_withdrawal
TR_04572,Where Is the top up verification code found?,71,verify_top_up
TR_04573,is there a fee for swift transfer,56,top_up_by_bank_transfer_charge
TR_04574,Who should I talk to or go to resolve a duplicate charge on my statement?,63,transaction_charged_twice
TR_04575,I have a pending transaction,48,pending_transfer
TR_04576,I think my statement has a fraudulent charge,16,card_payment_not_recognised
TR_04577,Can I purchase with cash or cheque?,58,top_up_by_cash_or_cheque
TR_04578,What are the currency exchange fees?,31,exchange_charge
TR_04579,Is there a fee for european bank cards?,57,top_up_by_card_charge
TR_04580,I have a new email.,30,edit_personal_details
TR_04581,"i have been trying to add money with apple pay but it wont work, why?",2,apple_pay_or_google_pay
TR_04582,Why was my card charged when topping off my balance but it's not showing up in my wallet balance?,62,topping_up_by_card
TR_04583,Please explain how I use the disposable cards?,37,get_disposable_virtual_card
TR_04584,What's the card you sent me's tracking number?,11,card_arrival
TR_04585,why has a transaction to a friend been delayed?,66,transfer_not_received_by_recipient
TR_04586,How come my refund hasn't appeared on my statement?,51,Refund_not_showing_up
TR_04587,I've tried several times to make a payment and every time my card is declined? Could my card be locked? I don't know what to do.,25,declined_card_payment
TR_04588,I understand that this is extremely late. After going over my transactions for the last couple of months I noticed a large charge that I'm sure I did not make. Is there anyway I can still dispute this?,28,direct_debit_payment_not_recognised
TR_04589,I am yet to receive the money in my account how long will this take?,67,transfer_timing
TR_04590,I did a transfer and was charged a fee that I shouldn't have been!,64,transfer_fee_charged
TR_04591,How do I cancel a purchase?,52,request_refund
TR_04592,"i am not a premium customer but i want a virtual card, how do i get it",29,disposable_card_limits
TR_04593,Can it specifically be delivered on a certain date?,12,card_delivery_estimate
TR_04594,I sent money to a person and they haven't received the payment yet.,66,transfer_not_received_by_recipient
TR_04595,The card payment I made didn't work.,25,declined_card_payment
TR_04596,Which credit or debit cards can I use to top up?,54,supported_cards_and_currencies
TR_04597,I moved and would like to change my address.,30,edit_personal_details
TR_04598,I would like to know how exchange rates are calculated when transferring funds.,32,exchange_rate
TR_04599,Why is the cash not showing in my account for the check I deposited?,6,balance_not_updated_after_cheque_or_cash_deposit
TR_04600,How long will it take for the money to reach my account?,67,transfer_timing
TR_04601,Will my friends be able to top up my account?,62,topping_up_by_card
TR_04602,Why didn`t my topup go through?,59,top_up_failed
TR_04603,Can I have money of different country of origin.,36,fiat_currency_support
TR_04604,Will I be charged a fee if I receive a SEPA transfer,56,top_up_by_bank_transfer_charge
TR_04605,What is needed to prove my identity?,69,verify_my_identity
TR_04606,"If I receive foreign currencies, am I able to exchange them on the app?",33,exchange_via_app
TR_04607,When did I get a $1 extra fee on my statement?,34,extra_charge_on_statement
TR_04608,Are there any restrictions on the disposable cards?,29,disposable_card_limits
TR_04609,Please tell me how I can get a virtual card.,40,getting_virtual_card
TR_04610,I need to cancel my recent transfer quickly since I made a mistake. Please help before it goes through.,8,cancel_transfer
TR_04611,What are some of the restrictions that the disposable cards have?,29,disposable_card_limits
TR_04612,I need to reset my passcode. Where do I go to do that?,44,passcode_forgotten
TR_04613,I think the currency exchange that's been applied is wrong.,17,card_payment_wrong_exchange_rate
TR_04614,"i know i entered the right info, but my top up isn't in my balance",62,topping_up_by_card
TR_04615,Why was I charged a fee for my card payment?,15,card_payment_fee_charged
TR_04616,Does it cost anything to get a new card? Mine's about to expire and I'd also like to know how long it takes to get the new one.,9,card_about_to_expire
TR_04617,Where can virtual cards be ordered?,40,getting_virtual_card
TR_04618,how do VR cards work,37,get_disposable_virtual_card
TR_04619,My card has not arrived yet.,11,card_arrival
TR_04620,I need assistance with transferring funds to another account.,65,transfer_into_account
TR_04621,What is the system for determining the exchange rate?,32,exchange_rate
TR_04622,How old do my kids have to be to use your service?,1,age_limit
TR_04623,I want to cancel a transfer I just made.,8,cancel_transfer
TR_04624,Will my other US credit card be accepted?,54,supported_cards_and_currencies
TR_04625,What is the cost and time frame of getting a new card?,9,card_about_to_expire
TR_04626,I think I lost my card . I dont know how long it has been missing. Can you see if maybe someone else has been using it?,41,lost_or_stolen_card
TR_04627,"I lost my card and need a new one, will it cost me?",39,getting_spare_card
TR_04628,My transfer has been pending for a long time now. I already double checked my account info and it is correct. Why is it taking so long in 2018 to transfer money?,48,pending_transfer
TR_04629,What do I need to do to link my new card for my account?,13,card_linking
TR_04630,What is the refund policy?,52,request_refund
TR_04631,How do people send me money?,50,receiving_money
TR_04632,I would like to cancel a payment. I purchased something several days ago and i still have not received it.,52,request_refund
TR_04633,"i made a payment with my card and was charged a fee, why would you do that",15,card_payment_fee_charged
TR_04634,"I need to hold money, what currencies can I use?",36,fiat_currency_support
TR_04635,I made a payment and it is showing up twice,63,transaction_charged_twice
TR_04636,How do I report my card as lost or stolen?,41,lost_or_stolen_card
TR_04637,What documents do you need to verify my identity?,69,verify_my_identity
TR_04638,Did I not get my refund? I don't see it.,51,Refund_not_showing_up
TR_04639,"I have a disposable card, how many transactions can I make?",29,disposable_card_limits
TR_04640,I can't seem to be able to use my card,14,card_not_working
TR_04641,Can i choose a specific delivery date?,12,card_delivery_estimate
TR_04642,I ordered my card 2 weeks ago and it still isn't here? What do I do?,11,card_arrival
TR_04643,"My pin needs unblocking, unblock it please?",49,pin_blocked
TR_04644,Why was a fee charged to me for transferring money?,64,transfer_fee_charged
TR_04645,Please help me find my top-up verification code,71,verify_top_up
TR_04646,is apple pay a top up service?,2,apple_pay_or_google_pay
TR_04647,Is it possible for me to give my daughter a second card for this account?,39,getting_spare_card
TR_04648,I have been charged twice this week for a couple of things on my card. Can you please check this out for me and return the double charged items back?,63,transaction_charged_twice
TR_04649,I sent a cheque a few days ago and i noticed that no money has been put on my account. Can you please tell me the situation of my account?,6,balance_not_updated_after_cheque_or_cash_deposit
TR_04650,Are there any fees for adding money with an international card?,57,top_up_by_card_charge
TR_04651,"If my funds are running low, will the app top up automatically?",4,automatic_top_up
TR_04652,How long does it take to authorise a payment?,45,pending_card_payment
TR_04653,How do I find out what countries you service and what countries you do not?,24,country_support
TR_04654,I tried paying with my disposable virtual card earlier but it was rejected. What can I do to fix this?,72,virtual_card_not_working
TR_04655,What is the auto top-up limit?,4,automatic_top_up
TR_04656,"I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced.",28,direct_debit_payment_not_recognised
TR_04657,My card declined,25,declined_card_payment
TR_04658,I just made an order and noticed an extra fee. Why have you charged me this without informing me?,15,card_payment_fee_charged
TR_04659,How long will this card payment stay pending?,45,pending_card_payment
TR_04660,I need to update my address.,30,edit_personal_details
TR_04661,My friend says he hasn't received my transaction,66,transfer_not_received_by_recipient
TR_04662,"If I need to make an exchange from USD to GBP, how can I do so in the app?",33,exchange_via_app
TR_04663,If I don't want a physical card can i get a virtual version?,40,getting_virtual_card
TR_04664,Why was a payment cancelled on my account?,53,reverted_card_payment?
TR_04665,Why did I get a fee?,19,cash_withdrawal_charge
TR_04666,Help me.  My card doesn't work.,14,card_not_working
TR_04667,There is payment showing that I didn't do.,16,card_payment_not_recognised
TR_04668,I got a fee when paying with my card,15,card_payment_fee_charged
TR_04669,I'm using the app and I noticed a payment that I didn't make.,16,card_payment_not_recognised
TR_04670,Just received a message that my transfer is not possible??  What is going on.  I have done this before with no issues.,7,beneficiary_not_allowed
TR_04671,Can it be delivered by a specific date?,12,card_delivery_estimate
TR_04672,Why do you need all this information about my Source of Funds?,70,verify_source_of_funds
TR_04673,What are the limits to where my card will be accepted?,10,card_acceptance
TR_04674,What's up with the fee for getting cash?,19,cash_withdrawal_charge
TR_04675,Is it okay to hold money in multiple currencies?,36,fiat_currency_support
TR_04676,For some reason my card payment hasn't worked. what can I do to look into that?,25,declined_card_payment
TR_04677,"When my card expires soon, how fast is the replacement card sent and what are the costs?",9,card_about_to_expire
TR_04678,CAN YOU EXPLAIN HOW TO TRANSFER MONEY INTO MY  ACCOUNT FOR ME?,65,transfer_into_account
TR_04679,Double check your funds may be declined,27,declined_transfer
TR_04680,"Not living in same place, need to change details",30,edit_personal_details
TR_04681,I have a top up that didn't go through.  Why?,59,top_up_failed
TR_04682,"I need your help to get a refund for an item I just bought, can you cancel the payment since what I bought hasn't arrived yet.",52,request_refund
TR_04683,I made a transfer and am still waiting.,5,balance_not_updated_after_bank_transfer
TR_04684,Why did I get charged one pound seemingly randomly?,34,extra_charge_on_statement
TR_04685,Why am I seeing a fee for transferring money?,64,transfer_fee_charged
TR_04686,Are SWIFT transfers supported?,56,top_up_by_bank_transfer_charge
TR_04687,Help me terminate and close my account.,55,terminate_account
TR_04688,I need a transaction reversed from my account.,63,transaction_charged_twice
TR_04689,What is the max amount of disposable cards I'm allowed.,29,disposable_card_limits
TR_04690,Why did I not get the amount I specified at the ATM?,75,wrong_amount_of_cash_received
TR_04691,Why can't I get my virtual card to work?,72,virtual_card_not_working
TR_04692,I want a refund because my package has been taking too long to arrive. How do I go about doing that?,52,request_refund
TR_04693,I tried to withdraw $100 but only got $20. What happened?,75,wrong_amount_of_cash_received
TR_04694,what is my card PIN,38,get_physical_card
TR_04695,How long does transfers take?,5,balance_not_updated_after_bank_transfer
TR_04696,"I no longer have my phone, what should I do?",42,lost_or_stolen_phone
TR_04697,Does Apple Watch support the topping-off of my account?,2,apple_pay_or_google_pay
TR_04698,Why do you need so much id info from me?,74,why_verify_identity
TR_04699,I need to change my address,30,edit_personal_details
TR_04700,Why can I not do a  transfer,7,beneficiary_not_allowed
TR_04701,Which cards do you support for top up?,54,supported_cards_and_currencies
TR_04702,How long does a check take to show up in the account balance?,6,balance_not_updated_after_cheque_or_cash_deposit
TR_04703,im worried about fraud how do you protect my account,69,verify_my_identity
TR_04704,If I need GBP instead of AUD what do I do?,33,exchange_via_app
TR_04705,Do I get charged if i am getting money?,56,top_up_by_bank_transfer_charge
TR_04706,I want a refund for an item,52,request_refund
TR_04707,I need a new card and I live in the United States.,24,country_support
TR_04708,This transaction needs both a Visa and a Mastercard.,73,visa_or_mastercard
TR_04709,What if my top up is reverted?,61,top_up_reverted
TR_04710,What countries are you located in?,24,country_support
TR_04711,What ATMs accept my card?,3,atm_support
TR_04712,areas card is accpeted,10,card_acceptance
TR_04713,I believe my card has been compromised because of a strange withdrawal,20,cash_withdrawal_not_recognised
TR_04714,I got less cash because of the exchange rate.,76,wrong_exchange_rate_for_cash_withdrawal
TR_04715,Get an item refund,52,request_refund
TR_04716,Can you help with a transfer to an account,7,beneficiary_not_allowed
TR_04717,why hasnt my card come in yet?,11,card_arrival
TR_04718,I think that the exchange rate for the withdrawal of my cash is not right.,76,wrong_exchange_rate_for_cash_withdrawal
TR_04719,I have been trying to make a transfer and it won't go through. I have checked all the receipts and its all correct but still won't let me do it.,27,declined_transfer
TR_04720,Why does the top-up need verification?,71,verify_top_up
TR_04721,What do I have to do to cancel a transfer?,8,cancel_transfer
TR_04722,why must I prove ID,69,verify_my_identity
TR_04723,What kind of ATMs would this card be accepted at?,3,atm_support
TR_04724,I'm not happy with service and would like to delete this account.,55,terminate_account
TR_04725,It looks like this week I was double charged for a couple things. Is there any way that you can look into this for me and return the double charged items back to my card?,63,transaction_charged_twice
TR_04726,Can I open a bank account for my newborn baby?,1,age_limit
TR_04727,Can I top up from my Apple Watch?,2,apple_pay_or_google_pay
TR_04728,How do I initiated a bank transfer to top up?,65,transfer_into_account
TR_04729,Where is this card accepted?,10,card_acceptance
TR_04730,Cash deposit to my account but it has not appeared.,6,balance_not_updated_after_cheque_or_cash_deposit
TR_04731,I attempted to deposit a cheque yesterday but the balance isn't showing today. Is it still pending?,6,balance_not_updated_after_cheque_or_cash_deposit
TR_04732,I didn't see any reason why my transfer was declined. What gives?,27,declined_transfer
TR_04733,Can you give me a visa?,73,visa_or_mastercard
TR_04734,What will happen after my card expires?,9,card_about_to_expire
TR_04735,Please tell me the limit to topping-up.,60,top_up_limits
TR_04736,"While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back?",49,pin_blocked
TR_04737,What is identity check?,74,why_verify_identity
TR_04738,Can you please inform me of the restrictions for the disposable cards.,29,disposable_card_limits
TR_04739,My PIN was entered wrong and now I am blocked.  Please unblock.,49,pin_blocked
TR_04740,"If I don't live in the UK, can I get a card?",24,country_support
TR_04741,I requested a refund but am unable to see it in my account. Why is that?,51,Refund_not_showing_up
TR_04742,Please tell me how to get a card if I reside in the US.,24,country_support
TR_04743,"I tried and tried, but I could not complete my transfer. Tell me what is wrong.",35,failed_transfer
TR_04744,How long do I wait for a transfer to take?,48,pending_transfer
TR_04745,Would you be so kind as to activate my card? Thanks,0,activate_my_card
TR_04746,Can I change my information?,30,edit_personal_details
TR_04747,Which locations can I withdraw money from?,3,atm_support
TR_04748,How long will a transfer from the US take?,67,transfer_timing
TR_04749,Do I have to pay for exchanging currencies?,31,exchange_charge
TR_04750,I was charged twice for an in-store purchase that I thought was declined.  My App says that it's still pending for one of the payments. Please make sure one of the charges is removed.,63,transaction_charged_twice
TR_04751,Will my GPB update my salary,50,receiving_money
TR_04752,I need to order a new card.,43,order_physical_card
TR_04753,Something is wrong with my payment account since it has been declined,25,declined_card_payment
TR_04754,Can I top up my account with a cheque?,58,top_up_by_cash_or_cheque
TR_04755,How do i finalize a card payment,45,pending_card_payment
TR_04756,"I recently deposited some money into my account, but it still isn't showing up. What's going on?",6,balance_not_updated_after_cheque_or_cash_deposit
TR_04757,How come there is an extra fee on my statement?,34,extra_charge_on_statement
TR_04758,What would the price be for an expired card replacement and how long will it take me to get it?,9,card_about_to_expire
TR_04759,I don't understand where this debit came from and want it removed.,28,direct_debit_payment_not_recognised
TR_04760,I need my purchase cancelled.,52,request_refund
TR_04761,Does Apple Pay give the option to top up?,2,apple_pay_or_google_pay
TR_04762,Can you tell me why you won't let me get my own money out of the money machine? I know I used the right PIN.,26,declined_cash_withdrawal
TR_04763,My app shows some cash I didn't get.,20,cash_withdrawal_not_recognised
TR_04764,I need to transfer money to my account from another bank,65,transfer_into_account
TR_04765,How does someone else top up my account,62,topping_up_by_card
TR_04766,I need to add my new address now that I've moved.,30,edit_personal_details
TR_04767,how do I link an old card?,13,card_linking
TR_04768,Can I reset my PIN if it is blocked?,49,pin_blocked
TR_04769,How long does it take in Europe to do a transfer?,67,transfer_timing
TR_04770,How long will my cash withdrawal take,46,pending_cash_withdrawal
TR_04771,I forgot my pin and am blocked now. Can I reset it somewhere?,49,pin_blocked
TR_04772,Do you charge for transfers?,56,top_up_by_bank_transfer_charge
TR_04773,"Hey, I try to make a bank transfer from my UK account a few hours ago, but it haven't show up yet. Please check my account to make sure everything alright with it?",5,balance_not_updated_after_bank_transfer
TR_04774,Which fiat currencies do you currently support? Will this change in this future?,36,fiat_currency_support
TR_04775,The  money I transferred does not show in the balance.,5,balance_not_updated_after_bank_transfer
TR_04776,Tell me what I need to do to activate my card.,0,activate_my_card
TR_04777,Why did my top up not work?,59,top_up_failed
TR_04778,"My card's expiring a month from now, should I place an order for the new card?",9,card_about_to_expire
TR_04779,What do I do if I forgot my PIN?,49,pin_blocked
TR_04780,"I don't understand what a disposable virtual card is, can you help?",37,get_disposable_virtual_card
TR_04781,I need to terminate my account immediately.,55,terminate_account
TR_04782,Why is my top up not completing?,47,pending_top_up
TR_04783,"Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money.",20,cash_withdrawal_not_recognised
TR_04784,Am I able to get this shipped to China?,9,card_about_to_expire
TR_04785,which kind of documentation do I need for identity check?,69,verify_my_identity
TR_04786,Why do I still have a pending cash withdrawal?,46,pending_cash_withdrawal
TR_04787,Can I top up with a cheque?,58,top_up_by_cash_or_cheque
TR_04788,"Salary in GBP has been received, does it need to be configured elsewhere?",50,receiving_money
TR_04789,"Hey there, I just went through my most recent credit card payments and I notice the same charge for a restaurant was processed twice. There was only one meal at this place, so I would like one of the charges to be reversed and my money to be put back in the account.",63,transaction_charged_twice
TR_04790,Is my country supported,24,country_support
TR_04791,What is the virtual card and how can i get one?,40,getting_virtual_card
TR_04792,"When exchanging currencies, is there an extra fee?",31,exchange_charge
TR_04793,It's been a couple days how much longer do I have to wait for my transfer?,67,transfer_timing
TR_04794,I didn't make this payment!,16,card_payment_not_recognised
TR_04795,Need help with my card. It's not working.,14,card_not_working
TR_04796,"I might need to exchange between USD and GBP, is this possible with your app?",33,exchange_via_app
TR_04797,Why did you revert my top-up?,61,top_up_reverted
TR_04798,What is the exchange fee that is charged?,31,exchange_charge
TR_04799,Is there something wrong with the ATM? It would not let me pull cash out of my account.,26,declined_cash_withdrawal
TR_04800,Is there a way to link the card i just got?,13,card_linking
TR_04801,"I purchased something abroad, and the exchange rate that was applied was wrong.",17,card_payment_wrong_exchange_rate
TR_04802,The ATM did not give me my card back?,18,card_swallowed
TR_04803,I made a cash withdrawal at an ATM but it still says pending in my account.,46,pending_cash_withdrawal
TR_04804,I already got my item but just got my money back,53,reverted_card_payment?
TR_04805,I seem to be having trouble with my Google Pay Top. Can you please help?,2,apple_pay_or_google_pay
TR_04806,there is a transaction on my account that i didnt make,16,card_payment_not_recognised
TR_04807,Everytime I try to prove my identity it won't let me.,68,unable_to_verify_identity
TR_04808,I'm still waiting for my top-up to go through,47,pending_top_up
TR_04809,Is it right that I've been charged for transferring money?,64,transfer_fee_charged
TR_04810,"I don't want this account anymore, how do I delete it?",55,terminate_account
TR_04811,Can I use a cheque to top up my account,58,top_up_by_cash_or_cheque
TR_04812,"My new card isn't in my app, how do I get it in there?",13,card_linking
TR_04813,After transfering some money my balance hasn't changed.,5,balance_not_updated_after_bank_transfer
TR_04814,"I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?",66,transfer_not_received_by_recipient
TR_04815,What's going on with my balance? Shouldn't it be a bit higher since I deposited a cheque a day ago?,6,balance_not_updated_after_cheque_or_cash_deposit
TR_04816,There is a fraudulent payment!,16,card_payment_not_recognised
TR_04817,Do all businesses take this card?,10,card_acceptance
